Title,Album,Lyrics
胡桃の日,帰去来,"窓の外には雨とから松　枝にはるりかけす
君の前には僕の前には胡桃の実がひとつ

言葉がいらなくなったのではなく
言葉を忘れたってこと
お互いわかっているから　おしまい
この狭い部屋の中で
君の知らない僕　僕の知らない君が
カラカラと音たてて　転げ廻っているじゃない

窓の外には雨とから松　枝にはるりかけす
君の前には僕の前には胡桃の実がひとつ

何気ない言葉て傷つくみたいで
思わず君に向かって
振りあげた　右手のこぶして一体
僕はなにをしようとしてた
まるで胡桃を素手で　割ろうとしてる様で
驚いて振り向いた　君の目が哀しい

窓の外には雨とから松　枝にはるりかけす
君の前には僕の前には胡桃の実がひとつ
"
多情仏心（エンディング）,帰去来,"誰がとばしたか竹蜻蛉
横風に追われて
あなたとの愛みたいに
うしろ向きに落ちた

誰がとばしたか　シャボン玉
あき風に追われて
あなたとの愛みたいに
すぐはじけて消えた
"
さよならコンサート,三年坂 グレープ,"いつもコンサートが始まると 
必ず君はそこにいました
そして僕が迎えにゆくのを
悲しい位にじっと待ってたんだね 
けれど今日のコンサートは
いつもと違って君は二人連れでした
こんな別れが来る訳がないと 信じていたのは 僕の思いあがり

今日がとうとう来たんだね
さよならコンサート
明日からきみはそこには 
もう座らなくなる

お別れに何もあげるものがないから
きみの好きだった唄をうたいます 
涙でもしも声がかすんでも
今夜だけは笑わないで下さい

初めてきみが そこに座った日を 
昨日の様に 覚えてる
人影まばらな雨の夜のコンサート 
きみの場所だけ明るく浮かんでいました 
それからそれからたくさんの想い出
残してきみは出て行きます 
これから先は 僕の歌は 
きみには必要でなくなるでしょう

今日がとうとう来たんだね
さよならコンサート
明日からきみはそこには 
もう座らなくなる

おそらく二度と出会えないだろうきみの
今まですべてにありがとう
それでも後にはコンサートが待ってる
明日もこうして歌いつづけてゆく
"
僕にまかせてください,三年坂 グレープ,"きみはその手に花をかかえて 
急な坂をのぼる 
僕の手には 小さな水おけ
きみのあとにつづく
きみのかあさんが眠っている
ささやかな石のまわり
草をつみながら振り返ると
泣き虫のきみがいた

両手をあわせたかたわらで 
揺れてるれんげ草 
あなたの大事な人を僕に
まかせてください

きみがとても大切にしてた
藤色のお手玉
あれは昔きみのかあさんが
作ってくれたもの
そして僕が大切にしてる 
日だまりのような人 
それもそっと きみのかあさんが 
残してくれたもの
集めた落ち葉に火をつけて
きみはぽつりとありがとう 
彼岸過ぎたら 僕の部屋も
あたたかくなる

両手をあわせたかたわらで 
揺れてるれんげ草 
あなたの大事な人を僕に
まかせてください
"
最終案内,風見鶏,標示板が君の飛行機を示す もう25分で君は舞いあがる ひきとめるのならば 今しかないよと 壁のデジタル時計が またひとこま進む あの頃は止まれとさえ祈った時間を 知らず知らずのうちに 君はもて余している 手荷物はベルトコンベアーに流れて 思っていたより確かに 風は止まろうとしている 人ごみのロビーざわめきに中で 君は静かに 時計をはずす 最終案内が答を告げる 穏やかな声がロビーに響く 君の淡い肩が　心なしかふるえ チケットにすがるように 背中を向ける 君は今スポット浴びたスターのように 滑走路というステージに 呑み込まれてゆく 君をのせた鳥がやがて翼はためかせて 赤や緑のランプを 飛び越えてゆく 人ごみのデッキざわめきの中で 僕は最後の風を ひとり受けとめる
つゆのあとさき,風見鶏,一人歩きを始める 今日は君の卒業式 僕の扉を開けてすこしだけ泪をちらして さよならと僕が書いた 卒業証書を抱いて 折からの風に少し 心のかわりに髪揺らして 倖せでしたと一言 ありがとうと一言 僕の掌に指で 君が書いた記念写真 君の細い指先に 不似合いなマニキュア お化粧はお止しと 思えばいらぬおせっかい めぐり逢う時は花びらの中 ほかの誰よりも きれいだったよ 別れ行く時も 花びらの中 君は最後までやさしかった梅雨のあとさきのトパーズ色の風は 遠ざかる 君のあとをかけぬける ごめんなさいと一言わすれないと一言 君は息を止めて 次の言葉を探してた 悲しい仔犬の様に ふるえる瞳をふせた 君に確かな事は もう制服はいらない めぐり逢う時は花びらの中  ほかの誰よりも きれいだったよ別れ行く時も 花びらの中 君は最後までやさしかった　梅雨のあとさきのトパーズ色の風は 遠ざかる 君のあとをかけぬける　
飛梅,風見鶏,心字池にかかる 三つの赤い橋は 一つ目が過去で二つ目が現在 三つ目の橋で君が 転びそうになった時 初めて君の手に触れた 僕の指 手を合わせた後で 君は神籤を引いて 大吉が出る迄とも一度引き直したね 上り詰めたらあとは 下るしかないと 下るしかないと 気付かなかった 天神様の細道 裏庭を抜けて お石の茶屋へ寄って　君がひとつ 僕が半分　梅ヶ枝餅を喰べた 来年も二人で 来れるといいのにねと 僕の声に君は答えられなかった 時間という樹の想い出という落葉を 拾い集めるのに夢中だったね君 あなたがもしも遠くへ行ってしまったら 私も一夜で飛んでゆくと云った 忘れたのかい 飛梅 或の日と同じ様に 今 鳩が舞う 東風吹けば 東風吹かば君は 何処かで想いおこしてくれるだろうか 太宰府は春 いずれにしても春
きみのふるさと,風見鶏,国道沿いを西から東 僕の車は君のふるさとへ 走る走る 走る 君への想い確かめる為に 君を育てた街に会いたかった 時折すれ違う春風に 少し照れながら でも訪ねてみよう　そうですか 彼女はこの街でも やっぱりいい娘でいましたか 国道沿いを西から東 よせる海の吐息は君と同じ やさしい香りがする 不思議な懐かしさに身をゆだね 君を育てた街をすり抜ける 小さな駅前の交差点で 僕は大きく一つ溜め息をつく どうですか 君の街は この僕を気に入ってくれましたか 国道沿いを西から東 僕の想いは君のふるさとを 走る 走る 走る
思い出はゆりかご,風見鶏,こうして目を閉ざせばいつでもあなたに遇える そうしてあなたの優しさ 数え乍ら生きてゆける 思い出というものは 泣き疲れて眠る時の 私にたったひとつ許された ゆりかごなの ゆらりゆらり揺れて 夢の行方たどる 楽しかった頃のあなたを も一度呼び戻せる どうしてなくす前に 気付かないものでしょう 余りに見慣れ過ぎていつの間にか見失う 幸せというものは丁度雨あがりの空に 立ち登る虹のふもとの頼りなさに良く似ているわ ゆらりゆらり揺れて 夢の果てに出会う 追えば必ず遠ざかり すぐに消えてしまう ゆらりゆらり揺れて 夢の行方たどる
セロ弾きのゴーシュ,風見鶏,Cello にはオン・ザ・ロックが似合うと 飲めもしないで用意だけさせて ひとつ覚えのサン=サーンス 危な気な指遣いそしてボウイング まるで子供の様に 汗までかいて 悲しすぎる程 優しい人 私はいつでも 涙うかべて 楽し気なあなたを見つめるだけで 倖せだった 陽気なあなたの事だもの 今頃きっと雲の上で 誰かを無理矢理誘って 「白鳥」を聴かせているかしら 飲み手のいないウィスキー 今夜も用意だけして 私のお相手はカザルスとティボー 私はいつでも 涙うかべて 想い出だけ聴いて 明日は晴れると 笑うふり 明日もしも晴れたら オン・ザ・ロック用のお酒がきれたので 市場へ行こうと思うの ねェ想い出も売っているといいのに もっともっとたくさん 想い出が欲しかった もう一度あなたに会う迄の糧に 私はいつでも 涙うかべて あなたの残した 大事な Cello を 一人で守る
